Group,Subgroup,Code,Desc,Category
Q67,3,Q673,Plagiocephaly,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q67,4,Q674,"Other congenital deformities of skull, face and jaw","Congenital musculoskeletal deformities of head, face, spine and chest"
Q67,5,Q675,Congenital deformity of spine,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q67,6,Q676,Pectus excavatum,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q67,7,Q677,Pectus carinatum,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q67,8,Q678,Other congenital deformities of chest,"Congenital musculoskeletal deformities of head, face, spine and chest"
Q68,0,Q680,Congenital deformity of sternocleidomastoid muscle,Other congenital musculoskeletal deformities
Q68,1,Q681,Congenital deformity of finger(s) and hand,Other congenital musculoskeletal deformities
Q68,2,Q682,Congenital deformity of knee,Other congenital musculoskeletal deformities
Q68,3,Q683,Congenital bowing of femur,Other congenital musculoskeletal deformities
Q68,4,Q684,Congenital bowing of tibia and fibula,Other congenital musculoskeletal deformities
Q68,5,Q685,"Congenital bowing of long bones of leg, unspecified",Other congenital musculoskeletal deformities
Q68,6,Q686,Discoid meniscus,Other congenital musculoskeletal deformities
Q68,8,Q688,Other specified congenital musculoskeletal deformities,Other congenital musculoskeletal deformities
Q69,0,Q690,Accessory finger(s),Polydactyly
Q69,1,Q691,Accessory thumb(s),Polydactyly
Q69,2,Q692,Accessory toe(s),Polydactyly
Q69,9,Q699,"Polydactyly, unspecified",Polydactyly
Q70,00,Q7000,"Fused fingers, unspecified hand",Fused fingers
Q70,01,Q7001,"Fused fingers, right hand",Fused fingers
Q70,02,Q7002,"Fused fingers, left hand",Fused fingers
Q70,03,Q7003,"Fused fingers, bilateral",Fused fingers
Q70,10,Q7010,"Webbed fingers, unspecified hand",Webbed fingers
Q70,11,Q7011,"Webbed fingers, right hand",Webbed fingers
Q70,12,Q7012,"Webbed fingers, left hand",Webbed fingers
Q70,13,Q7013,"Webbed fingers, bilateral",Webbed fingers
Q70,20,Q7020,"Fused toes, unspecified foot",Fused toes
Q70,21,Q7021,"Fused toes, right foot",Fused toes
Q70,22,Q7022,"Fused toes, left foot",Fused toes
Q70,23,Q7023,"Fused toes, bilateral",Fused toes
Q70,30,Q7030,"Webbed toes, unspecified foot",Webbed toes
Q70,31,Q7031,"Webbed toes, right foot",Webbed toes
Q70,32,Q7032,"Webbed toes, left foot",Webbed toes
Q70,33,Q7033,"Webbed toes, bilateral",Webbed toes
Q70,4,Q704,"Polysyndactyly, unspecified","Polysyndactyly, unspecified"
Q70,9,Q709,"Syndactyly, unspecified","Syndactyly, unspecified"
Q71,00,Q7100,Congenital complete absence of unspecified upper limb,Congenital complete absence of upper limb
Q71,01,Q7101,Congenital complete absence of right upper limb,Congenital complete absence of upper limb
Q71,02,Q7102,Congenital complete absence of left upper limb,Congenital complete absence of upper limb
Q71,03,Q7103,"Congenital complete absence of upper limb, bilateral",Congenital complete absence of upper limb
Q71,10,Q7110,Congenital absence of unspecified upper arm and forearm with hand present,Congenital absence of upper arm and forearm with hand present
Q71,11,Q7111,Congenital absence of right upper arm and forearm with hand present,Congenital absence of upper arm and forearm with hand present
Q71,12,Q7112,Congenital absence of left upper arm and forearm with hand present,Congenital absence of upper arm and forearm with hand present
Q71,13,Q7113,"Congenital absence of upper arm and forearm with hand present, bilateral",Congenital absence of upper arm and forearm with hand present
Q71,20,Q7120,"Congenital absence of both forearm and hand, unspecified upper limb",Congenital absence of both forearm and hand
Q71,21,Q7121,"Congenital absence of both forearm and hand, right upper limb",Congenital absence of both forearm and hand
Q71,22,Q7122,"Congenital absence of both forearm and hand, left upper limb",Congenital absence of both forearm and hand
Q71,23,Q7123,"Congenital absence of both forearm and hand, bilateral",Congenital absence of both forearm and hand
Q71,30,Q7130,Congenital absence of unspecified hand and finger,Congenital absence of hand and finger
Q71,31,Q7131,Congenital absence of right hand and finger,Congenital absence of hand and finger
Q71,32,Q7132,Congenital absence of left hand and finger,Congenital absence of hand and finger
Q71,33,Q7133,"Congenital absence of hand and finger, bilateral",Congenital absence of hand and finger
Q71,40,Q7140,Longitudinal reduction defect of unspecified radius,Longitudinal reduction defect of radius
Q71,41,Q7141,Longitudinal reduction defect of right radius,Longitudinal reduction defect of radius
Q71,42,Q7142,Longitudinal reduction defect of left radius,Longitudinal reduction defect of radius
Q71,43,Q7143,"Longitudinal reduction defect of radius, bilateral",Longitudinal reduction defect of radius
Q71,50,Q7150,Longitudinal reduction defect of unspecified ulna,Longitudinal reduction defect of ulna
Q71,51,Q7151,Longitudinal reduction defect of right ulna,Longitudinal reduction defect of ulna
Q71,52,Q7152,Longitudinal reduction defect of left ulna,Longitudinal reduction defect of ulna
Q71,53,Q7153,"Longitudinal reduction defect of ulna, bilateral",Longitudinal reduction defect of ulna
Q71,60,Q7160,"Lobster-claw hand, unspecified hand",Lobster-claw hand
Q71,61,Q7161,Lobster-claw right hand,Lobster-claw hand
Q71,62,Q7162,Lobster-claw left hand,Lobster-claw hand
Q71,63,Q7163,"Lobster-claw hand, bilateral",Lobster-claw hand
Q71,811,Q71811,Congenital shortening of right upper limb,Congenital shortening of upper limb
Q71,812,Q71812,Congenital shortening of left upper limb,Congenital shortening of upper limb
Q71,813,Q71813,"Congenital shortening of upper limb, bilateral",Congenital shortening of upper limb
Q71,819,Q71819,Congenital shortening of unspecified upper limb,Congenital shortening of upper limb
Q71,891,Q71891,Other reduction defects of right upper limb,Other reduction defects of upper limb
Q71,892,Q71892,Other reduction defects of left upper limb,Other reduction defects of upper limb
Q71,893,Q71893,"Other reduction defects of upper limb, bilateral",Other reduction defects of upper limb
Q71,899,Q71899,Other reduction defects of unspecified upper limb,Other reduction defects of upper limb
Q71,90,Q7190,Unspecified reduction defect of unspecified upper limb,Unspecified reduction defect of upper limb
Q71,91,Q7191,Unspecified reduction defect of right upper limb,Unspecified reduction defect of upper limb
Q71,92,Q7192,Unspecified reduction defect of left upper limb,Unspecified reduction defect of upper limb
Q71,93,Q7193,"Unspecified reduction defect of upper limb, bilateral",Unspecified reduction defect of upper limb
Q72,00,Q7200,Congenital complete absence of unspecified lower limb,Congenital complete absence of lower limb
Q72,01,Q7201,Congenital complete absence of right lower limb,Congenital complete absence of lower limb
Q72,02,Q7202,Congenital complete absence of left lower limb,Congenital complete absence of lower limb
Q72,03,Q7203,"Congenital complete absence of lower limb, bilateral",Congenital complete absence of lower limb
Q72,10,Q7210,Congenital absence of unspecified thigh and lower leg with foot present,Congenital absence of thigh and lower leg with foot present
Q72,11,Q7211,Congenital absence of right thigh and lower leg with foot present,Congenital absence of thigh and lower leg with foot present
Q72,12,Q7212,Congenital absence of left thigh and lower leg with foot present,Congenital absence of thigh and lower leg with foot present
Q72,13,Q7213,"Congenital absence of thigh and lower leg with foot present, bilateral",Congenital absence of thigh and lower leg with foot present
Q72,20,Q7220,"Congenital absence of both lower leg and foot, unspecified lower limb",Congenital absence of both lower leg and foot
Q72,21,Q7221,"Congenital absence of both lower leg and foot, right lower limb",Congenital absence of both lower leg and foot
Q72,22,Q7222,"Congenital absence of both lower leg and foot, left lower limb",Congenital absence of both lower leg and foot
Q72,23,Q7223,"Congenital absence of both lower leg and foot, bilateral",Congenital absence of both lower leg and foot
Q72,30,Q7230,Congenital absence of unspecified foot and toe(s),Congenital absence of foot and toe(s)
Q72,31,Q7231,Congenital absence of right foot and toe(s),Congenital absence of foot and toe(s)
Q72,32,Q7232,Congenital absence of left foot and toe(s),Congenital absence of foot and toe(s)
Q72,33,Q7233,"Congenital absence of foot and toe(s), bilateral",Congenital absence of foot and toe(s)
Q72,40,Q7240,Longitudinal reduction defect of unspecified femur,Longitudinal reduction defect of femur
Q72,41,Q7241,Longitudinal reduction defect of right femur,Longitudinal reduction defect of femur
Q72,42,Q7242,Longitudinal reduction defect of left femur,Longitudinal reduction defect of femur
Q72,43,Q7243,"Longitudinal reduction defect of femur, bilateral",Longitudinal reduction defect of femur
Q72,50,Q7250,Longitudinal reduction defect of unspecified tibia,Longitudinal reduction defect of tibia
Q72,51,Q7251,Longitudinal reduction defect of right tibia,Longitudinal reduction defect of tibia
Q72,52,Q7252,Longitudinal reduction defect of left tibia,Longitudinal reduction defect of tibia
Q72,53,Q7253,"Longitudinal reduction defect of tibia, bilateral",Longitudinal reduction defect of tibia
Q72,60,Q7260,Longitudinal reduction defect of unspecified fibula,Longitudinal reduction defect of fibula
Q72,61,Q7261,Longitudinal reduction defect of right fibula,Longitudinal reduction defect of fibula
Q72,62,Q7262,Longitudinal reduction defect of left fibula,Longitudinal reduction defect of fibula
Q72,63,Q7263,"Longitudinal reduction defect of fibula, bilateral",Longitudinal reduction defect of fibula
Q72,70,Q7270,"Split foot, unspecified lower limb",Split foot
Q72,71,Q7271,"Split foot, right lower limb",Split foot
Q72,72,Q7272,"Split foot, left lower limb",Split foot
Q72,73,Q7273,"Split foot, bilateral",Split foot
Q72,811,Q72811,Congenital shortening of right lower limb,Congenital shortening of lower limb
Q72,812,Q72812,Congenital shortening of left lower limb,Congenital shortening of lower limb
Q72,813,Q72813,"Congenital shortening of lower limb, bilateral",Congenital shortening of lower limb
Q72,819,Q72819,Congenital shortening of unspecified lower limb,Congenital shortening of lower limb
Q72,891,Q72891,Other reduction defects of right lower limb,Other reduction defects of lower limb
Q72,892,Q72892,Other reduction defects of left lower limb,Other reduction defects of lower limb
Q72,893,Q72893,"Other reduction defects of lower limb, bilateral",Other reduction defects of lower limb
Q72,899,Q72899,Other reduction defects of unspecified lower limb,Other reduction defects of lower limb
Q72,90,Q7290,Unspecified reduction defect of unspecified lower limb,Unspecified reduction defect of lower limb
Q72,91,Q7291,Unspecified reduction defect of right lower limb,Unspecified reduction defect of lower limb
Q72,92,Q7292,Unspecified reduction defect of left lower limb,Unspecified reduction defect of lower limb
Q72,93,Q7293,"Unspecified reduction defect of lower limb, bilateral",Unspecified reduction defect of lower limb
Q73,0,Q730,Congenital absence of unspecified limb(s),Reduction defects of unspecified limb
Q73,1,Q731,"Phocomelia, unspecified limb(s)",Reduction defects of unspecified limb
Q73,8,Q738,Other reduction defects of unspecified limb(s),Reduction defects of unspecified limb
Q74,0,Q740,"Other congenital malformations of upper limb(s), including shoulder girdle",Other congenital malformations of limb(s)
Q74,1,Q741,Congenital malformation of knee,Other congenital malformations of limb(s)
Q74,2,Q742,"Other congenital malformations of lower limb(s), including pelvic girdle",Other congenital malformations of limb(s)
Q74,3,Q743,Arthrogryposis multiplex congenita,Other congenital malformations of limb(s)
Q74,8,Q748,Other specified congenital malformations of limb(s),Other congenital malformations of limb(s)
Q74,9,Q749,Unspecified congenital malformation of limb(s),Other congenital malformations of limb(s)
Q75,0,Q750,Craniosynostosis,Other congenital malformations of skull and face bones
Q75,1,Q751,Craniofacial dysostosis,Other congenital malformations of skull and face bones
Q75,2,Q752,Hypertelorism,Other congenital malformations of skull and face bones
Q75,3,Q753,Macrocephaly,Other congenital malformations of skull and face bones
Q75,4,Q754,Mandibulofacial dysostosis,Other congenital malformations of skull and face bones
Q75,5,Q755,Oculomandibular dysostosis,Other congenital malformations of skull and face bones
Q75,8,Q758,Other specified congenital malformations of skull and face bones,Other congenital malformations of skull and face bones
Q75,9,Q759,"Congenital malformation of skull and face bones, unspecified",Other congenital malformations of skull and face bones
Q76,0,Q760,Spina bifida occulta,Congenital malformations of spine and bony thorax
Q76,1,Q761,Klippel-Feil syndrome,Congenital malformations of spine and bony thorax
Q76,2,Q762,Congenital spondylolisthesis,Congenital malformations of spine and bony thorax
Q76,3,Q763,Congenital scoliosis due to congenital bony malformation,Congenital malformations of spine and bony thorax
Q76,411,Q76411,"Congenital kyphosis, occipito-atlanto-axial region",Congenital kyphosis
