Group,Subgroup,Code,Desc,Category
T81,61XA,T8161XA,"Aseptic peritonitis due to foreign substance accidentally left during a procedure, initial encounter",Aseptic peritonitis due to foreign substance accidentally left during a procedure
T81,61XD,T8161XD,"Aseptic peritonitis due to foreign substance accidentally left during a procedure, subsequent encounter",Aseptic peritonitis due to foreign substance accidentally left during a procedure
T81,61XS,T8161XS,"Aseptic peritonitis due to foreign substance accidentally left during a procedure, sequela",Aseptic peritonitis due to foreign substance accidentally left during a procedure
T81,69XA,T8169XA,"Other acute reaction to foreign substance accidentally left during a procedure, initial encounter",Other acute reaction to foreign substance accidentally left during a procedure
T81,69XD,T8169XD,"Other acute reaction to foreign substance accidentally left during a procedure, subsequent encounter",Other acute reaction to foreign substance accidentally left during a procedure
T81,69XS,T8169XS,"Other acute reaction to foreign substance accidentally left during a procedure, sequela",Other acute reaction to foreign substance accidentally left during a procedure
T81,710A,T81710A,"Complication of mesenteric artery following a procedure, not elsewhere classified, initial encounter","Complication of mesenteric artery following a procedure, not elsewhere classified"
T81,710D,T81710D,"Complication of mesenteric artery following a procedure, not elsewhere classified, subsequent encounter","Complication of mesenteric artery following a procedure, not elsewhere classified"
T81,710S,T81710S,"Complication of mesenteric artery following a procedure, not elsewhere classified, sequela","Complication of mesenteric artery following a procedure, not elsewhere classified"
T81,711A,T81711A,"Complication of renal artery following a procedure, not elsewhere classified, initial encounter","Complication of renal artery following a procedure, not elsewhere classified"
T81,711D,T81711D,"Complication of renal artery following a procedure, not elsewhere classified, subsequent encounter","Complication of renal artery following a procedure, not elsewhere classified"
T81,711S,T81711S,"Complication of renal artery following a procedure, not elsewhere classified, sequela","Complication of renal artery following a procedure, not elsewhere classified"
T81,718A,T81718A,"Complication of other artery following a procedure, not elsewhere classified, initial encounter","Complication of other artery following a procedure, not elsewhere classified"
T81,718D,T81718D,"Complication of other artery following a procedure, not elsewhere classified, subsequent encounter","Complication of other artery following a procedure, not elsewhere classified"
T81,718S,T81718S,"Complication of other artery following a procedure, not elsewhere classified, sequela","Complication of other artery following a procedure, not elsewhere classified"
T81,719A,T81719A,"Complication of unspecified artery following a procedure, not elsewhere classified, initial encounter","Complication of unspecified artery following a procedure, not elsewhere classified"
T81,719D,T81719D,"Complication of unspecified artery following a procedure, not elsewhere classified, subsequent encounter","Complication of unspecified artery following a procedure, not elsewhere classified"
T81,719S,T81719S,"Complication of unspecified artery following a procedure, not elsewhere classified, sequela","Complication of unspecified artery following a procedure, not elsewhere classified"
T81,72XA,T8172XA,"Complication of vein following a procedure, not elsewhere classified, initial encounter","Complication of vein following a procedure, not elsewhere classified"
T81,72XD,T8172XD,"Complication of vein following a procedure, not elsewhere classified, subsequent encounter","Complication of vein following a procedure, not elsewhere classified"
T81,72XS,T8172XS,"Complication of vein following a procedure, not elsewhere classified, sequela","Complication of vein following a procedure, not elsewhere classified"
T81,81XA,T8181XA,"Complication of inhalation therapy, initial encounter",Complication of inhalation therapy
T81,81XD,T8181XD,"Complication of inhalation therapy, subsequent encounter",Complication of inhalation therapy
T81,81XS,T8181XS,"Complication of inhalation therapy, sequela",Complication of inhalation therapy
T81,82XA,T8182XA,"Emphysema (subcutaneous) resulting from a procedure, initial encounter",Emphysema (subcutaneous) resulting from a procedure
T81,82XD,T8182XD,"Emphysema (subcutaneous) resulting from a procedure, subsequent encounter",Emphysema (subcutaneous) resulting from a procedure
T81,82XS,T8182XS,"Emphysema (subcutaneous) resulting from a procedure, sequela",Emphysema (subcutaneous) resulting from a procedure
T81,83XA,T8183XA,"Persistent postprocedural fistula, initial encounter",Persistent postprocedural fistula
T81,83XD,T8183XD,"Persistent postprocedural fistula, subsequent encounter",Persistent postprocedural fistula
T81,83XS,T8183XS,"Persistent postprocedural fistula, sequela",Persistent postprocedural fistula
T81,89XA,T8189XA,"Other complications of procedures, not elsewhere classified, initial encounter","Other complications of procedures, not elsewhere classified"
T81,89XD,T8189XD,"Other complications of procedures, not elsewhere classified, subsequent encounter","Other complications of procedures, not elsewhere classified"
T81,89XS,T8189XS,"Other complications of procedures, not elsewhere classified, sequela","Other complications of procedures, not elsewhere classified"
T81,9XXA,T819XXA,"Unspecified complication of procedure, initial encounter",Unspecified complication of procedure
T81,9XXD,T819XXD,"Unspecified complication of procedure, subsequent encounter",Unspecified complication of procedure
T81,9XXS,T819XXS,"Unspecified complication of procedure, sequela",Unspecified complication of procedure
T82,01XA,T8201XA,"Breakdown (mechanical) of heart valve prosthesis, initial encounter",Breakdown (mechanical) of heart valve prosthesis
T82,01XD,T8201XD,"Breakdown (mechanical) of heart valve prosthesis, subsequent encounter",Breakdown (mechanical) of heart valve prosthesis
T82,01XS,T8201XS,"Breakdown (mechanical) of heart valve prosthesis, sequela",Breakdown (mechanical) of heart valve prosthesis
T82,02XA,T8202XA,"Displacement of heart valve prosthesis, initial encounter",Displacement of heart valve prosthesis
T82,02XD,T8202XD,"Displacement of heart valve prosthesis, subsequent encounter",Displacement of heart valve prosthesis
T82,02XS,T8202XS,"Displacement of heart valve prosthesis, sequela",Displacement of heart valve prosthesis
T82,03XA,T8203XA,"Leakage of heart valve prosthesis, initial encounter",Leakage of heart valve prosthesis
T82,03XD,T8203XD,"Leakage of heart valve prosthesis, subsequent encounter",Leakage of heart valve prosthesis
T82,03XS,T8203XS,"Leakage of heart valve prosthesis, sequela",Leakage of heart valve prosthesis
T82,09XA,T8209XA,"Other mechanical complication of heart valve prosthesis, initial encounter",Other mechanical complication of heart valve prosthesis
T82,09XD,T8209XD,"Other mechanical complication of heart valve prosthesis, subsequent encounter",Other mechanical complication of heart valve prosthesis
T82,09XS,T8209XS,"Other mechanical complication of heart valve prosthesis, sequela",Other mechanical complication of heart valve prosthesis
T82,110A,T82110A,"Breakdown (mechanical) of cardiac electrode, initial encounter",Breakdown (mechanical) of cardiac electrode
T82,110D,T82110D,"Breakdown (mechanical) of cardiac electrode, subsequent encounter",Breakdown (mechanical) of cardiac electrode
T82,110S,T82110S,"Breakdown (mechanical) of cardiac electrode, sequela",Breakdown (mechanical) of cardiac electrode
T82,111A,T82111A,"Breakdown (mechanical) of cardiac pulse generator (battery), initial encounter",Breakdown (mechanical) of cardiac pulse generator (battery)
T82,111D,T82111D,"Breakdown (mechanical) of cardiac pulse generator (battery), subsequent encounter",Breakdown (mechanical) of cardiac pulse generator (battery)
T82,111S,T82111S,"Breakdown (mechanical) of cardiac pulse generator (battery), sequela",Breakdown (mechanical) of cardiac pulse generator (battery)
T82,118A,T82118A,"Breakdown (mechanical) of other cardiac electronic device, initial encounter",Breakdown (mechanical) of other cardiac electronic device
T82,118D,T82118D,"Breakdown (mechanical) of other cardiac electronic device, subsequent encounter",Breakdown (mechanical) of other cardiac electronic device
T82,118S,T82118S,"Breakdown (mechanical) of other cardiac electronic device, sequela",Breakdown (mechanical) of other cardiac electronic device
T82,119A,T82119A,"Breakdown (mechanical) of unspecified cardiac electronic device, initial encounter",Breakdown (mechanical) of unspecified cardiac electronic device
T82,119D,T82119D,"Breakdown (mechanical) of unspecified cardiac electronic device, subsequent encounter",Breakdown (mechanical) of unspecified cardiac electronic device
T82,119S,T82119S,"Breakdown (mechanical) of unspecified cardiac electronic device, sequela",Breakdown (mechanical) of unspecified cardiac electronic device
T82,120A,T82120A,"Displacement of cardiac electrode, initial encounter",Displacement of cardiac electrode
T82,120D,T82120D,"Displacement of cardiac electrode, subsequent encounter",Displacement of cardiac electrode
T82,120S,T82120S,"Displacement of cardiac electrode, sequela",Displacement of cardiac electrode
T82,121A,T82121A,"Displacement of cardiac pulse generator (battery), initial encounter",Displacement of cardiac pulse generator (battery)
T82,121D,T82121D,"Displacement of cardiac pulse generator (battery), subsequent encounter",Displacement of cardiac pulse generator (battery)
T82,121S,T82121S,"Displacement of cardiac pulse generator (battery), sequela",Displacement of cardiac pulse generator (battery)
T82,128A,T82128A,"Displacement of other cardiac electronic device, initial encounter",Displacement of other cardiac electronic device
T82,128D,T82128D,"Displacement of other cardiac electronic device, subsequent encounter",Displacement of other cardiac electronic device
T82,128S,T82128S,"Displacement of other cardiac electronic device, sequela",Displacement of other cardiac electronic device
T82,129A,T82129A,"Displacement of unspecified cardiac electronic device, initial encounter",Displacement of unspecified cardiac electronic device
T82,129D,T82129D,"Displacement of unspecified cardiac electronic device, subsequent encounter",Displacement of unspecified cardiac electronic device
T82,129S,T82129S,"Displacement of unspecified cardiac electronic device, sequela",Displacement of unspecified cardiac electronic device
T82,190A,T82190A,"Other mechanical complication of cardiac electrode, initial encounter",Other mechanical complication of cardiac electrode
T82,190D,T82190D,"Other mechanical complication of cardiac electrode, subsequent encounter",Other mechanical complication of cardiac electrode
T82,190S,T82190S,"Other mechanical complication of cardiac electrode, sequela",Other mechanical complication of cardiac electrode
T82,191A,T82191A,"Other mechanical complication of cardiac pulse generator (battery), initial encounter",Other mechanical complication of cardiac pulse generator (battery)
T82,191D,T82191D,"Other mechanical complication of cardiac pulse generator (battery), subsequent encounter",Other mechanical complication of cardiac pulse generator (battery)
T82,191S,T82191S,"Other mechanical complication of cardiac pulse generator (battery), sequela",Other mechanical complication of cardiac pulse generator (battery)
T82,198A,T82198A,"Other mechanical complication of other cardiac electronic device, initial encounter",Other mechanical complication of other cardiac electronic device
T82,198D,T82198D,"Other mechanical complication of other cardiac electronic device, subsequent encounter",Other mechanical complication of other cardiac electronic device
T82,198S,T82198S,"Other mechanical complication of other cardiac electronic device, sequela",Other mechanical complication of other cardiac electronic device
T82,199A,T82199A,"Other mechanical complication of unspecified cardiac device, initial encounter",Other mechanical complication of unspecified cardiac device
T82,199D,T82199D,"Other mechanical complication of unspecified cardiac device, subsequent encounter",Other mechanical complication of unspecified cardiac device
T82,199S,T82199S,"Other mechanical complication of unspecified cardiac device, sequela",Other mechanical complication of unspecified cardiac device
T82,211A,T82211A,"Breakdown (mechanical) of coronary artery bypass graft, initial encounter",Breakdown (mechanical) of coronary artery bypass graft
T82,211D,T82211D,"Breakdown (mechanical) of coronary artery bypass graft, subsequent encounter",Breakdown (mechanical) of coronary artery bypass graft
T82,211S,T82211S,"Breakdown (mechanical) of coronary artery bypass graft, sequela",Breakdown (mechanical) of coronary artery bypass graft
T82,212A,T82212A,"Displacement of coronary artery bypass graft, initial encounter",Displacement of coronary artery bypass graft
T82,212D,T82212D,"Displacement of coronary artery bypass graft, subsequent encounter",Displacement of coronary artery bypass graft
T82,212S,T82212S,"Displacement of coronary artery bypass graft, sequela",Displacement of coronary artery bypass graft
T82,213A,T82213A,"Leakage of coronary artery bypass graft, initial encounter",Leakage of coronary artery bypass graft
T82,213D,T82213D,"Leakage of coronary artery bypass graft, subsequent encounter",Leakage of coronary artery bypass graft
T82,213S,T82213S,"Leakage of coronary artery bypass graft, sequela",Leakage of coronary artery bypass graft
T82,218A,T82218A,"Other mechanical complication of coronary artery bypass graft, initial encounter",Other mechanical complication of coronary artery bypass graft
T82,218D,T82218D,"Other mechanical complication of coronary artery bypass graft, subsequent encounter",Other mechanical complication of coronary artery bypass graft
T82,218S,T82218S,"Other mechanical complication of coronary artery bypass graft, sequela",Other mechanical complication of coronary artery bypass graft
T82,221A,T82221A,"Breakdown (mechanical) of biological heart valve graft, initial encounter",Breakdown (mechanical) of biological heart valve graft
T82,221D,T82221D,"Breakdown (mechanical) of biological heart valve graft, subsequent encounter",Breakdown (mechanical) of biological heart valve graft
T82,221S,T82221S,"Breakdown (mechanical) of biological heart valve graft, sequela",Breakdown (mechanical) of biological heart valve graft
T82,222A,T82222A,"Displacement of biological heart valve graft, initial encounter",Displacement of biological heart valve graft
T82,222D,T82222D,"Displacement of biological heart valve graft, subsequent encounter",Displacement of biological heart valve graft
T82,222S,T82222S,"Displacement of biological heart valve graft, sequela",Displacement of biological heart valve graft
T82,223A,T82223A,"Leakage of biological heart valve graft, initial encounter",Leakage of biological heart valve graft
T82,223D,T82223D,"Leakage of biological heart valve graft, subsequent encounter",Leakage of biological heart valve graft
T82,223S,T82223S,"Leakage of biological heart valve graft, sequela",Leakage of biological heart valve graft
T82,228A,T82228A,"Other mechanical complication of biological heart valve graft, initial encounter",Other mechanical complication of biological heart valve graft
T82,228D,T82228D,"Other mechanical complication of biological heart valve graft, subsequent encounter",Other mechanical complication of biological heart valve graft
T82,228S,T82228S,"Other mechanical complication of biological heart valve graft, sequela",Other mechanical complication of biological heart valve graft
T82,310A,T82310A,"Breakdown (mechanical) of aortic (bifurcation) graft (replacement), initial encounter",Breakdown (mechanical) of aortic (bifurcation) graft (replacement)
T82,310D,T82310D,"Breakdown (mechanical) of aortic (bifurcation) graft (replacement), subsequent encounter",Breakdown (mechanical) of aortic (bifurcation) graft (replacement)
T82,310S,T82310S,"Breakdown (mechanical) of aortic (bifurcation) graft (replacement), sequela",Breakdown (mechanical) of aortic (bifurcation) graft (replacement)
T82,311A,T82311A,"Breakdown (mechanical) of carotid arterial graft (bypass), initial encounter",Breakdown (mechanical) of carotid arterial graft (bypass)
T82,311D,T82311D,"Breakdown (mechanical) of carotid arterial graft (bypass), subsequent encounter",Breakdown (mechanical) of carotid arterial graft (bypass)
T82,311S,T82311S,"Breakdown (mechanical) of carotid arterial graft (bypass), sequela",Breakdown (mechanical) of carotid arterial graft (bypass)
T82,312A,T82312A,"Breakdown (mechanical) of femoral arterial graft (bypass), initial encounter",Breakdown (mechanical) of femoral arterial graft (bypass)
T82,312D,T82312D,"Breakdown (mechanical) of femoral arterial graft (bypass), subsequent encounter",Breakdown (mechanical) of femoral arterial graft (bypass)
T82,312S,T82312S,"Breakdown (mechanical) of femoral arterial graft (bypass), sequela",Breakdown (mechanical) of femoral arterial graft (bypass)
T82,318A,T82318A,"Breakdown (mechanical) of other vascular grafts, initial encounter",Breakdown (mechanical) of other vascular grafts
T82,318D,T82318D,"Breakdown (mechanical) of other vascular grafts, subsequent encounter",Breakdown (mechanical) of other vascular grafts
T82,318S,T82318S,"Breakdown (mechanical) of other vascular grafts, sequela",Breakdown (mechanical) of other vascular grafts
T82,319A,T82319A,"Breakdown (mechanical) of unspecified vascular grafts, initial encounter",Breakdown (mechanical) of unspecified vascular grafts
T82,319D,T82319D,"Breakdown (mechanical) of unspecified vascular grafts, subsequent encounter",Breakdown (mechanical) of unspecified vascular grafts
T82,319S,T82319S,"Breakdown (mechanical) of unspecified vascular grafts, sequela",Breakdown (mechanical) of unspecified vascular grafts
T82,320A,T82320A,"Displacement of aortic (bifurcation) graft (replacement), initial encounter",Displacement of aortic (bifurcation) graft (replacement)
T82,320D,T82320D,"Displacement of aortic (bifurcation) graft (replacement), subsequent encounter",Displacement of aortic (bifurcation) graft (replacement)
T82,320S,T82320S,"Displacement of aortic (bifurcation) graft (replacement), sequela",Displacement of aortic (bifurcation) graft (replacement)
T82,321A,T82321A,"Displacement of carotid arterial graft (bypass), initial encounter",Displacement of carotid arterial graft (bypass)
T82,321D,T82321D,"Displacement of carotid arterial graft (bypass), subsequent encounter",Displacement of carotid arterial graft (bypass)
T82,321S,T82321S,"Displacement of carotid arterial graft (bypass), sequela",Displacement of carotid arterial graft (bypass)
T82,322A,T82322A,"Displacement of femoral arterial graft (bypass), initial encounter",Displacement of femoral arterial graft (bypass)
T82,322D,T82322D,"Displacement of femoral arterial graft (bypass), subsequent encounter",Displacement of femoral arterial graft (bypass)
T82,322S,T82322S,"Displacement of femoral arterial graft (bypass), sequela",Displacement of femoral arterial graft (bypass)
T82,328A,T82328A,"Displacement of other vascular grafts, initial encounter",Displacement of other vascular grafts
T82,328D,T82328D,"Displacement of other vascular grafts, subsequent encounter",Displacement of other vascular grafts
T82,328S,T82328S,"Displacement of other vascular grafts, sequela",Displacement of other vascular grafts
T82,329A,T82329A,"Displacement of unspecified vascular grafts, initial encounter",Displacement of unspecified vascular grafts
T82,329D,T82329D,"Displacement of unspecified vascular grafts, subsequent encounter",Displacement of unspecified vascular grafts
T82,329S,T82329S,"Displacement of unspecified vascular grafts, sequela",Displacement of unspecified vascular grafts
T82,330A,T82330A,"Leakage of aortic (bifurcation) graft (replacement), initial encounter",Leakage of aortic (bifurcation) graft (replacement)
T82,330D,T82330D,"Leakage of aortic (bifurcation) graft (replacement), subsequent encounter",Leakage of aortic (bifurcation) graft (replacement)
T82,330S,T82330S,"Leakage of aortic (bifurcation) graft (replacement), sequela",Leakage of aortic (bifurcation) graft (replacement)
T82,331A,T82331A,"Leakage of carotid arterial graft (bypass), initial encounter",Leakage of carotid arterial graft (bypass)
T82,331D,T82331D,"Leakage of carotid arterial graft (bypass), subsequent encounter",Leakage of carotid arterial graft (bypass)
T82,331S,T82331S,"Leakage of carotid arterial graft (bypass), sequela",Leakage of carotid arterial graft (bypass)
T82,332A,T82332A,"Leakage of femoral arterial graft (bypass), initial encounter",Leakage of femoral arterial graft (bypass)
T82,332D,T82332D,"Leakage of femoral arterial graft (bypass), subsequent encounter",Leakage of femoral arterial graft (bypass)
T82,332S,T82332S,"Leakage of femoral arterial graft (bypass), sequela",Leakage of femoral arterial graft (bypass)
T82,338A,T82338A,"Leakage of other vascular grafts, initial encounter",Leakage of other vascular grafts
T82,338D,T82338D,"Leakage of other vascular grafts, subsequent encounter",Leakage of other vascular grafts
T82,338S,T82338S,"Leakage of other vascular grafts, sequela",Leakage of other vascular grafts
T82,339A,T82339A,"Leakage of unspecified vascular graft, initial encounter",Leakage of unspecified vascular graft
T82,339D,T82339D,"Leakage of unspecified vascular graft, subsequent encounter",Leakage of unspecified vascular graft
T82,339S,T82339S,"Leakage of unspecified vascular graft, sequela",Leakage of unspecified vascular graft
T82,390A,T82390A,"Other mechanical complication of aortic (bifurcation) graft (replacement), initial encounter",Other mechanical complication of aortic (bifurcation) graft (replacement)
T82,390D,T82390D,"Other mechanical complication of aortic (bifurcation) graft (replacement), subsequent encounter",Other mechanical complication of aortic (bifurcation) graft (replacement)
T82,390S,T82390S,"Other mechanical complication of aortic (bifurcation) graft (replacement), sequela",Other mechanical complication of aortic (bifurcation) graft (replacement)
T82,391A,T82391A,"Other mechanical complication of carotid arterial graft (bypass), initial encounter",Other mechanical complication of carotid arterial graft (bypass)
T82,391D,T82391D,"Other mechanical complication of carotid arterial graft (bypass), subsequent encounter",Other mechanical complication of carotid arterial graft (bypass)
T82,391S,T82391S,"Other mechanical complication of carotid arterial graft (bypass), sequela",Other mechanical complication of carotid arterial graft (bypass)
T82,392A,T82392A,"Other mechanical complication of femoral arterial graft (bypass), initial encounter",Other mechanical complication of femoral arterial graft (bypass)
T82,392D,T82392D,"Other mechanical complication of femoral arterial graft (bypass), subsequent encounter",Other mechanical complication of femoral arterial graft (bypass)
T82,392S,T82392S,"Other mechanical complication of femoral arterial graft (bypass), sequela",Other mechanical complication of femoral arterial graft (bypass)
T82,398A,T82398A,"Other mechanical complication of other vascular grafts, initial encounter",Other mechanical complication of other vascular grafts
T82,398D,T82398D,"Other mechanical complication of other vascular grafts, subsequent encounter",Other mechanical complication of other vascular grafts
T82,398S,T82398S,"Other mechanical complication of other vascular grafts, sequela",Other mechanical complication of other vascular grafts
T82,399A,T82399A,"Other mechanical complication of unspecified vascular grafts, initial encounter",Other mechanical complication of unspecified vascular grafts
T82,399D,T82399D,"Other mechanical complication of unspecified vascular grafts, subsequent encounter",Other mechanical complication of unspecified vascular grafts
T82,399S,T82399S,"Other mechanical complication of unspecified vascular grafts, sequela",Other mechanical complication of unspecified vascular grafts
T82,41XA,T8241XA,"Breakdown (mechanical) of vascular dialysis catheter, initial encounter",Breakdown (mechanical) of vascular dialysis catheter
T82,41XD,T8241XD,"Breakdown (mechanical) of vascular dialysis catheter, subsequent encounter",Breakdown (mechanical) of vascular dialysis catheter
T82,41XS,T8241XS,"Breakdown (mechanical) of vascular dialysis catheter, sequela",Breakdown (mechanical) of vascular dialysis catheter
T82,42XA,T8242XA,"Displacement of vascular dialysis catheter, initial encounter",Displacement of vascular dialysis catheter
T82,42XD,T8242XD,"Displacement of vascular dialysis catheter, subsequent encounter",Displacement of vascular dialysis catheter
T82,42XS,T8242XS,"Displacement of vascular dialysis catheter, sequela",Displacement of vascular dialysis catheter
T82,43XA,T8243XA,"Leakage of vascular dialysis catheter, initial encounter",Leakage of vascular dialysis catheter
T82,43XD,T8243XD,"Leakage of vascular dialysis catheter, subsequent encounter",Leakage of vascular dialysis catheter
T82,43XS,T8243XS,"Leakage of vascular dialysis catheter, sequela",Leakage of vascular dialysis catheter
T82,49XA,T8249XA,"Other complication of vascular dialysis catheter, initial encounter",Other complication of vascular dialysis catheter
T82,49XD,T8249XD,"Other complication of vascular dialysis catheter, subsequent encounter",Other complication of vascular dialysis catheter
T82,49XS,T8249XS,"Other complication of vascular dialysis catheter, sequela",Other complication of vascular dialysis catheter
T82,510A,T82510A,"Breakdown (mechanical) of surgically created arteriovenous fistula, initial encounter",Breakdown (mechanical) of surgically created arteriovenous fistula
T82,510D,T82510D,"Breakdown (mechanical) of surgically created arteriovenous fistula, subsequent encounter",Breakdown (mechanical) of surgically created arteriovenous fistula
T82,510S,T82510S,"Breakdown (mechanical) of surgically created arteriovenous fistula, sequela",Breakdown (mechanical) of surgically created arteriovenous fistula
T82,511A,T82511A,"Breakdown (mechanical) of surgically created arteriovenous shunt, initial encounter",Breakdown (mechanical) of surgically created arteriovenous shunt
T82,511D,T82511D,"Breakdown (mechanical) of surgically created arteriovenous shunt, subsequent encounter",Breakdown (mechanical) of surgically created arteriovenous shunt
T82,511S,T82511S,"Breakdown (mechanical) of surgically created arteriovenous shunt, sequela",Breakdown (mechanical) of surgically created arteriovenous shunt
T82,512A,T82512A,"Breakdown (mechanical) of artificial heart, initial encounter",Breakdown (mechanical) of artificial heart
T82,512D,T82512D,"Breakdown (mechanical) of artificial heart, subsequent encounter",Breakdown (mechanical) of artificial heart
T82,512S,T82512S,"Breakdown (mechanical) of artificial heart, sequela",Breakdown (mechanical) of artificial heart
T82,513A,T82513A,"Breakdown (mechanical) of balloon (counterpulsation) device, initial encounter",Breakdown (mechanical) of balloon (counterpulsation) device
T82,513D,T82513D,"Breakdown (mechanical) of balloon (counterpulsation) device, subsequent encounter",Breakdown (mechanical) of balloon (counterpulsation) device
T82,513S,T82513S,"Breakdown (mechanical) of balloon (counterpulsation) device, sequela",Breakdown (mechanical) of balloon (counterpulsation) device
T82,514A,T82514A,"Breakdown (mechanical) of infusion catheter, initial encounter",Breakdown (mechanical) of infusion catheter
T82,514D,T82514D,"Breakdown (mechanical) of infusion catheter, subsequent encounter",Breakdown (mechanical) of infusion catheter
T82,514S,T82514S,"Breakdown (mechanical) of infusion catheter, sequela",Breakdown (mechanical) of infusion catheter
T82,515A,T82515A,"Breakdown (mechanical) of umbrella device, initial encounter",Breakdown (mechanical) of umbrella device
T82,515D,T82515D,"Breakdown (mechanical) of umbrella device, subsequent encounter",Breakdown (mechanical) of umbrella device
T82,515S,T82515S,"Breakdown (mechanical) of umbrella device, sequela",Breakdown (mechanical) of umbrella device
T82,518A,T82518A,"Breakdown (mechanical) of other cardiac and vascular devices and implants, initial encounter",Breakdown (mechanical) of other cardiac and vascular devices and implants
T82,518D,T82518D,"Breakdown (mechanical) of other cardiac and vascular devices and implants, subsequent encounter",Breakdown (mechanical) of other cardiac and vascular devices and implants
T82,518S,T82518S,"Breakdown (mechanical) of other cardiac and vascular devices and implants, sequela",Breakdown (mechanical) of other cardiac and vascular devices and implants
T82,519A,T82519A,"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, initial encounter",Breakdown (mechanical) of unspecified cardiac and vascular devices and implants
T82,519D,T82519D,"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, subsequent encounter",Breakdown (mechanical) of unspecified cardiac and vascular devices and implants
T82,519S,T82519S,"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, sequela",Breakdown (mechanical) of unspecified cardiac and vascular devices and implants
T82,520A,T82520A,"Displacement of surgically created arteriovenous fistula, initial encounter",Displacement of surgically created arteriovenous fistula
T82,520D,T82520D,"Displacement of surgically created arteriovenous fistula, subsequent encounter",Displacement of surgically created arteriovenous fistula
T82,520S,T82520S,"Displacement of surgically created arteriovenous fistula, sequela",Displacement of surgically created arteriovenous fistula
T82,521A,T82521A,"Displacement of surgically created arteriovenous shunt, initial encounter",Displacement of surgically created arteriovenous shunt
T82,521D,T82521D,"Displacement of surgically created arteriovenous shunt, subsequent encounter",Displacement of surgically created arteriovenous shunt
T82,521S,T82521S,"Displacement of surgically created arteriovenous shunt, sequela",Displacement of surgically created arteriovenous shunt
T82,522A,T82522A,"Displacement of artificial heart, initial encounter",Displacement of artificial heart
T82,522D,T82522D,"Displacement of artificial heart, subsequent encounter",Displacement of artificial heart
T82,522S,T82522S,"Displacement of artificial heart, sequela",Displacement of artificial heart
T82,523A,T82523A,"Displacement of balloon (counterpulsation) device, initial encounter",Displacement of balloon (counterpulsation) device
T82,523D,T82523D,"Displacement of balloon (counterpulsation) device, subsequent encounter",Displacement of balloon (counterpulsation) device
T82,523S,T82523S,"Displacement of balloon (counterpulsation) device, sequela",Displacement of balloon (counterpulsation) device
T82,524A,T82524A,"Displacement of infusion catheter, initial encounter",Displacement of infusion catheter
T82,524D,T82524D,"Displacement of infusion catheter, subsequent encounter",Displacement of infusion catheter
T82,524S,T82524S,"Displacement of infusion catheter, sequela",Displacement of infusion catheter
T82,525A,T82525A,"Displacement of umbrella device, initial encounter",Displacement of umbrella device
T82,525D,T82525D,"Displacement of umbrella device, subsequent encounter",Displacement of umbrella device
T82,525S,T82525S,"Displacement of umbrella device, sequela",Displacement of umbrella device
T82,528A,T82528A,"Displacement of other cardiac and vascular devices and implants, initial encounter",Displacement of other cardiac and vascular devices and implants
T82,528D,T82528D,"Displacement of other cardiac and vascular devices and implants, subsequent encounter",Displacement of other cardiac and vascular devices and implants
T82,528S,T82528S,"Displacement of other cardiac and vascular devices and implants, sequela",Displacement of other cardiac and vascular devices and implants
T82,529A,T82529A,"Displacement of unspecified cardiac and vascular devices and implants, initial encounter",Displacement of unspecified cardiac and vascular devices and implants
T82,529D,T82529D,"Displacement of unspecified cardiac and vascular devices and implants, subsequent encounter",Displacement of unspecified cardiac and vascular devices and implants
T82,529S,T82529S,"Displacement of unspecified cardiac and vascular devices and implants, sequela",Displacement of unspecified cardiac and vascular devices and implants
T82,530A,T82530A,"Leakage of surgically created arteriovenous fistula, initial encounter",Leakage of surgically created arteriovenous fistula
T82,530D,T82530D,"Leakage of surgically created arteriovenous fistula, subsequent encounter",Leakage of surgically created arteriovenous fistula
T82,530S,T82530S,"Leakage of surgically created arteriovenous fistula, sequela",Leakage of surgically created arteriovenous fistula
T82,531A,T82531A,"Leakage of surgically created arteriovenous shunt, initial encounter",Leakage of surgically created arteriovenous shunt
T82,531D,T82531D,"Leakage of surgically created arteriovenous shunt, subsequent encounter",Leakage of surgically created arteriovenous shunt
T82,531S,T82531S,"Leakage of surgically created arteriovenous shunt, sequela",Leakage of surgically created arteriovenous shunt
T82,532A,T82532A,"Leakage of artificial heart, initial encounter",Leakage of artificial heart
T82,532D,T82532D,"Leakage of artificial heart, subsequent encounter",Leakage of artificial heart
T82,532S,T82532S,"Leakage of artificial heart, sequela",Leakage of artificial heart
T82,533A,T82533A,"Leakage of balloon (counterpulsation) device, initial encounter",Leakage of balloon (counterpulsation) device
T82,533D,T82533D,"Leakage of balloon (counterpulsation) device, subsequent encounter",Leakage of balloon (counterpulsation) device
T82,533S,T82533S,"Leakage of balloon (counterpulsation) device, sequela",Leakage of balloon (counterpulsation) device
T82,534A,T82534A,"Leakage of infusion catheter, initial encounter",Leakage of infusion catheter
T82,534D,T82534D,"Leakage of infusion catheter, subsequent encounter",Leakage of infusion catheter
T82,534S,T82534S,"Leakage of infusion catheter, sequela",Leakage of infusion catheter
T82,535A,T82535A,"Leakage of umbrella device, initial encounter",Leakage of umbrella device
